action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,inactive,13180461,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C(=O)NNC(=S)NC(=O)c2cccc([N+](=O)[O-])c2)cc1,,,CHEMBL1201862,,,,CHEMBL1593571,,CHEMBL1593571,,0,http://www.openphacts.org/units/Nanomolar,1197728,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13180462,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(/C=C2\SC(=O)N(CC(=O)NNC(=O)c3ccccc3O)C2=O)cc1,,,CHEMBL1201862,,,,CHEMBL1348579,,CHEMBL1348579,,0,http://www.openphacts.org/units/Nanomolar,1027335,>,7,1,>,,IC50,nM,,94082.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.082
,inactive,13180463,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=c1cc(-c2ccc(O)c(O)c2)oc2ccc3ccccc3c12,,,CHEMBL1201862,,,,CHEMBL1515809,,CHEMBL1515809,,0,http://www.openphacts.org/units/Nanomolar,1268966,>,7,1,>,,IC50,nM,,94210.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.21
,inactive,13180464,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(NS(=O)(=O)c2cc(NC(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)ccc2N2CCCCC2)cc1,,,CHEMBL1201862,,,,CHEMBL1343371,,CHEMBL1343371,,0,http://www.openphacts.org/units/Nanomolar,1863367,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13180465,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NNC(=O)c1ccccc1O)c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL36303,,CHEMBL36303,,0,http://www.openphacts.org/units/Nanomolar,1534720,>,7,1,>,,IC50,nM,,93941.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,93.941
,inactive,13180466,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,C/C(=N\NC(=O)c1ccc(-c2ccccc2)cc1)C1C(=O)c2ccccc2C1=O,,,CHEMBL1201862,,,,CHEMBL3196642,,CHEMBL3196642,,0,http://www.openphacts.org/units/Nanomolar,1111352,>,7,1,>,,IC50,nM,,94096.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.096
,inactive,13180467,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Nc1nnc(CC(=O)N/N=C\c2cc([N+](=O)[O-])ccc2O)s1,,,CHEMBL1201862,,,,CHEMBL3198301,,CHEMBL3198301,,0,http://www.openphacts.org/units/Nanomolar,1038968,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13180468,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NNC(=O)c1ccccc1F)c1cccc(-n2cccc2)c1,,,CHEMBL1201862,,,,CHEMBL1397916,,CHEMBL1397916,,0,http://www.openphacts.org/units/Nanomolar,1259243,>,7,1,>,,IC50,nM,,94047.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.047
,inactive,13180469,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cc([N+](=O)[O-])cc(/C=N\NC(=O)C2COc3ccccc3O2)c1O,,,CHEMBL1201862,,,,CHEMBL3213606,,CHEMBL3213606,,0,http://www.openphacts.org/units/Nanomolar,1143908,>,7,1,>,,IC50,nM,,94153.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.153
,inactive,13180470,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CN1C(=O)S/C(=C\c2ccccc2)C1=O)NNC(=O)c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL1456876,,CHEMBL1456876,,0,http://www.openphacts.org/units/Nanomolar,1026711,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183919,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,C/C(=N\NC(=O)c1nnn(-c2nonc2N)c1CN(C)c1ccccc1)c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL3199820,,CHEMBL3199820,,0,http://www.openphacts.org/units/Nanomolar,1247069,>,7,1,>,,IC50,nM,,94101.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.101
,inactive,13183920,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(Cc1ccccc1)N/N=C/c1cc(Br)cc(Br)c1O,,,CHEMBL1201862,,,,CHEMBL2001567,,CHEMBL2001567,,0,http://www.openphacts.org/units/Nanomolar,1212454,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13183921,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NNC(=O)c1cc2ccccc2cc1O)Nc1ccc(F)cc1F,,,CHEMBL1201862,,,,CHEMBL1405691,,CHEMBL1405691,,0,http://www.openphacts.org/units/Nanomolar,1246933,>,7,1,>,,IC50,nM,,94099.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.099
,inactive,13183922,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(/C=N/NC(=O)COc2ccc(Cl)cc2)ccc1OS(=O)(=O)c1ccc(C)cc1,,,CHEMBL1201862,,,,CHEMBL3190021,,CHEMBL3190021,,0,http://www.openphacts.org/units/Nanomolar,1008023,>,7,1,>,,IC50,nM,,94125.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.125
,inactive,13183923,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NNC(=S)NC(=O)c1cccc([N+](=O)[O-])c1)c1ccc(O)cc1,,,CHEMBL1201862,,,,CHEMBL1518452,,CHEMBL1518452,,0,http://www.openphacts.org/units/Nanomolar,1212396,>,7,1,>,,IC50,nM,,94033.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.033
,inactive,13183924,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(-c2cn3c(n2)SCC3)cc1O,,,CHEMBL1201862,,,,CHEMBL1613004,,CHEMBL1613004,,0,http://www.openphacts.org/units/Nanomolar,1003988,>,7,1,>,,IC50,nM,,94125.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.125
,inactive,13183925,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cl.O=C1C(Cl)=C(N2CCN(CCO)CC2)C(=O)c2c(O)ccc(O)c21,,,CHEMBL1201862,,,,CHEMBL1706454,,CHEMBL1740690,4.54,0,http://www.openphacts.org/units/Nanomolar,1389201,=,7,1,=,,IC50,nM,,29120.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,29.12
,inactive,13183926,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(N2C(=O)/C(=C\NNC(=O)c3ccccc3Cl)c3ccccc3C2=O)n1,,,CHEMBL1201862,,,,CHEMBL1484185,,CHEMBL1484185,,0,http://www.openphacts.org/units/Nanomolar,1043251,>,7,1,>,,IC50,nM,,94101.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.101
,inactive,13183927,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CSc1nnc(-c2ccccc2)n1Cc1ccccc1)NNC(=O)c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL250574,,CHEMBL250574,,0,http://www.openphacts.org/units/Nanomolar,1026867,>,7,1,>,,IC50,nM,,94075.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.075
,inactive,13183928,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NN=Cc1sc(=O)[n-]c1-[n+]1ccc2ccccc2c1)c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL1574551,,CHEMBL1574551,,0,http://www.openphacts.org/units/Nanomolar,1241749,>,7,1,>,,IC50,nM,,94125.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.125
,inactive,13183929,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1noc(C)c1COc1ccc(C(=O)NNC(=O)c2ccccc2O)cc1,,,CHEMBL1201862,,,,CHEMBL1457092,,CHEMBL1457092,,0,http://www.openphacts.org/units/Nanomolar,1260712,>,7,1,>,,IC50,nM,,94125.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.125
,inactive,13183930,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C1NC(=O)N(Cc2ccco2)C(=O)/C1=C/NNC(=O)c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL1444958,,CHEMBL1444958,,0,http://www.openphacts.org/units/Nanomolar,1151767,>,7,1,>,,IC50,nM,,94028.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.028
,inactive,13183931,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NC(=S)NNC(=O)c1cccs1)c1ccccc1,,,CHEMBL1201862,,,,CHEMBL1530170,,CHEMBL1530170,,0,http://www.openphacts.org/units/Nanomolar,1254590,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183932,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=c1c2ccccc2nc(COc2ccccc2)n1/N=C/c1cc([N+](=O)[O-])ccc1O,,,CHEMBL1201862,,,,CHEMBL3195531,,CHEMBL3195531,,0,http://www.openphacts.org/units/Nanomolar,1039389,>,7,1,>,,IC50,nM,,94125.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.125
,inactive,13183933,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1cc(O)c(O)c(O)c1,,,CHEMBL1201862,,,,CHEMBL65675,GALLIC ACID METHYL ESTER,CHEMBL65675,,0,http://www.openphacts.org/units/Nanomolar,1042827,>,7,1,>,,IC50,nM,,94266.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.266
,inactive,13183934,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12,,,CHEMBL1201862,,,,CHEMBL1601394,,CHEMBL1601394,,0,http://www.openphacts.org/units/Nanomolar,1139694,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183935,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CCCN1C(=O)/C(=C/c2cccs2)SC1=S)NNC(=O)c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL1557939,,CHEMBL1557939,,0,http://www.openphacts.org/units/Nanomolar,1026533,>,7,1,>,,IC50,nM,,94089.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.089
,inactive,13183936,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CCC1=NN(C(=O)c2cccc([N+](=O)[O-])c2)C(O)(c2ccc(C)cc2)C1,,,CHEMBL1201862,,,,CHEMBL1309217,,CHEMBL1309217,,0,http://www.openphacts.org/units/Nanomolar,1208535,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183937,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)C(=O)Nc1ccc(C(=O)NNC(=S)NC(=O)c2ccco2)cc1,,,CHEMBL1201862,,,,CHEMBL1546110,,CHEMBL1546110,,0,http://www.openphacts.org/units/Nanomolar,1101696,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183938,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C1/C(=C/Nc2ccccc2O)c2ccccc2C(=O)N1c1nccs1,,,CHEMBL1201862,,,,CHEMBL1500423,,CHEMBL1500423,,0,http://www.openphacts.org/units/Nanomolar,1149759,>,7,1,>,,IC50,nM,,94098.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.098
,inactive,13183939,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(Nc1cccc(S(=O)(=O)NC2=NCCC2)c1)c1cc(-c2ccco2)nc2ccccc12,,,CHEMBL1201862,,,,CHEMBL1373095,,CHEMBL1373095,,0,http://www.openphacts.org/units/Nanomolar,1141144,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183940,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(C(=O)NNC(=O)c2cc3ccccc3cc2O)cc1,,,CHEMBL1201862,,,,CHEMBL1500363,,CHEMBL1500363,,0,http://www.openphacts.org/units/Nanomolar,1202749,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183941,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NNC(=O)c1c(O)c2ccccc2[nH]c1=O)c1ccccc1,,,CHEMBL1201862,,,,CHEMBL241598,,CHEMBL241598,,0,http://www.openphacts.org/units/Nanomolar,1237395,>,7,1,>,,IC50,nM,,94074.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.074
,inactive,13183942,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,Cc1nc2ccccc2c(=O)n1/N=C/c1cc(Br)cc(Br)c1O,,,CHEMBL1201862,,,,CHEMBL3190900,,CHEMBL3190900,,0,http://www.openphacts.org/units/Nanomolar,1197841,>,7,1,>,,IC50,nM,,94087.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.087
,inactive,13183943,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=c1c(CO)cc(CO)cc(CO)c1O,,,CHEMBL1201862,,,,CHEMBL1409628,,CHEMBL1409628,,0,http://www.openphacts.org/units/Nanomolar,1127165,>,7,1,>,,IC50,nM,,93986.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,93.986
,inactive,13183944,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=[N+]([O-])c1ccc(O)c(/C=N/NC(=S)Nc2ccc(Cl)cc2Cl)c1,,,CHEMBL1201862,,,,CHEMBL1874620,,CHEMBL1874620,,0,http://www.openphacts.org/units/Nanomolar,1151822,>,7,1,>,,IC50,nM,,94106.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.106
,inactive,13183945,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(Br)cc2cc(C(=O)N3CCN(C(=O)c4ccco4)CC3)c(=O)oc12,,,CHEMBL1201862,,,,CHEMBL1500597,,CHEMBL1500597,,0,http://www.openphacts.org/units/Nanomolar,1186200,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183946,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CCNC(=O)c1ccc(Br)cc1)NNC(=O)c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL1333208,,CHEMBL1333208,,0,http://www.openphacts.org/units/Nanomolar,1261635,>,7,1,>,,IC50,nM,,94115.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.115
,inactive,13183947,[],CHEMBL2354281,PubChem BioAssay. Counterscreen for inhibitors of T-cell receptor (TCR)-CD3 interaction: Fluorescence-based biochemical high throughput dose response assay to identify inhibitors of T-cell receptor (TCR)-CD3 interaction using a TAMRA-labeled BSA probe. (Class of assay: confirmatory) ,F,,,BAO_0000190,BAO_0000019,assay format,c1coc(-c2ccc3nncn3c2)c1,,,CHEMBL1201862,,,,CHEMBL1967046,,CHEMBL1967046,,0,http://www.openphacts.org/units/Nanomolar,1583877,>,7,1,>,,IC50,nM,,94172.0,CHEMBL3728,Bos taurus,Serum albumin,9913,,,IC50,uM,UO_0000065,,94.172
